Job Title,Company Name,Location,Salary,Job Classification,Job Sub Classification,Facility,Posted Date,Job Type,Job Description,More Detail,Job ID,Job Sub Category,period_of_salary,Compensation,salary_currency
Data Analyst Staff,PT HANA FASHION INDONESIA,Jakarta Barat,6500000.0,Teknologi Informasi Komunikasi,Pengembangan Administrasi Database,Have Bpjs Ketenagakerjaan And Kesehatan Thr,2024-03-16,Full time,"Requirements:Bachelor’s degree in Computer, Statistic,Mathematic or equivalent with relavan eperienceAdvanced knowledge of database like SQL Server, Oracle, dan SAPProven working experience as a Data Analyst or Business Data AnalystTechnical expertise regarding data models, database design development, data mining and segmentation techniquesStrong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks)Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyAdept at queries, report writing and presenting findingsHave good working attitudeTime-management and organization skillsKeep confidentialityBe diligent, dynamic, self-motivated, able to work independently or teamWilling to work in West JakartaAble to join immediatelyMax age 30Responsibilities:Understand well the company's product database system.Maintaining the company database system.Collaborate with data researchers to obtain the data the company needs.Organize the data obtained to be managed according to the type of data.Analyze data that has been grouped with statistical tools.Presenting data that has been processed in a meeting to be explained to all teams about existing data so that it can be used as needed.",https://www.jobstreet.co.id/id/job/74483433?type=standout&ref=search-standalone,74483433,DATA,month,not_written,IDR
Data Analyst Monitoring Supervisor,ERAJAYA GROUP,Medan,not_written,Manufaktur Transportasi Logistik,Analisis Pelaporan,Not Written,2024-03-18,Full time,"Job Description :Setting Sales Targets for each brand in distribution channels and sales per BU, By store, by category for retail channelsMonitioring and analyzing the achievement of targets both in retail channels or distributionAnalyzing and interpreting the results of reports made to support strategies and business planning in the region    Job Requirement :Bachelor Degree any majoraccustomed to doing data analysisat least 1 years of working experience in the related field is required for this positionstrong analytical thinkingability to adapt in a fast pace environmentAdvance skill at Microsoft Office : Word, Excel, PowerpointWilling to be placed in Medan",https://www.jobstreet.co.id/id/job/74521954?type=standard&ref=search-standalone,74521954,DATA,not_written,not_written,not_written
Entry Data,PT INGOUDE COMPANY SEBAGAI REKRUTER PT BINTANG MANUFAKTUR,Jawa Timur,not_written,Teknologi Informasi Komunikasi,Pengembangan Administrasi Database,Not Written,2024-03-17,Full time,"Menginput data ke dalam perangkat lunak yang berbasis data dan memeriksanya untuk memastikan apakah data yang telah dimasukkan akurat.
Melakukan uji coba atau testing sistem database dan software update.
Merespon permintaan informasi dari departemen atau tim yang membutuhkan.
Mempersiapkan kemudian menyortir dokumen-dokumen yang ada digunakan dalam proses entry data.
Menyiapkan cadangan data sebagai bagian dari upaya preventif bila terjadi kesalahan data.

Persyaratan minimum:
Mencari kandidat untuk bekerja pada:
Senin: Pagi, Siang
Selasa: Pagi, Siang
Rabu: Pagi, Siang
Kamis: Pagi, Siang
Jum'at: Pagi, Siang


Tidak diperlukan pengalaman kerja untuk posisi ini
Pelamar harus memiliki KTP
Tanggal mulai kerja: 04 April 2024
Gaji yang diinginkan: Rp3,000,000 per bulan",https://www.jobstreet.co.id/id/job/74506823?type=standard&ref=search-standalone,74506823,DATA,not_written,not_written,not_written
Credit Analyst Commercial Corporate,PT BPR DAYA PERDANA NUSANTARA,Depok,6500000.0,Perbankan Layanan Finansial,Analisis Pelaporan,Thr Tunjangan Transportasi Bpjs,2024-03-17,Full time,"Job Desc:Melakukan Analisa Kelayakan calon debiturMampu membuat Laporan Keuangan calon debitur (L R, Neraca dan Cash Flow)Melakukan verifikasi dokumen calon debiturMelakukan kunjungan langsung ke calon debitur.Melakukan presentasi Nota Analisa Kredit (NAK) kepada Komite Kredit. Kualifikasi:Diutamakan lulusan sarjana ekonomi, manajemen, administrasi bisnis, akuntansi, ilmu ekonomi, perbankan, bisnis, aktuaria, ekonomi pembangunan/ekonomi syariah, kewirausahaan dan sederajatWajib memiliki pengalaman sebagai analis kredit di bank (tidak menerima kandidat yang memiliki pengalaman sebagai analis kredit di bidang leasing, permodalan, dll)Mampu menganalisa laporan keuanganBersedia di tempatkan di kantor cabang jika ada kebutuhan",https://www.jobstreet.co.id/id/job/74222271?type=standout&ref=search-standalone,74222271,DATA,month,not_written,IDR
Data Analyst,PT PANCA BUDI PRATAMA,Banten,not_written,Sains Teknologi,Matematika Statistik Teknik Informasi,Not Written,2024-03-16,Full time,"Kualifikasi:Usia Maksimal 30 TahunPendidikan Minimal S1 Matematika / StatistikaMemiliki Pengalaman Kerja Minimal 1-2 Tahun di bidang yang samaMenguasai Ms. ExcelDeskripsi pekerjaan:Merekap, mengevaluasi, dan menganalisa data penjualan sales dan laporan harian, mingguan, dan bulanan.Melaksanakan pengupdate an data re-mapping area pelangganMelakukan analisa produkMelakukan analisa potensi perkembangan marketMelakukan analisa terhadap kompetitor",https://www.jobstreet.co.id/id/job/74493172?type=standout&ref=search-standalone,74493172,DATA,not_written,not_written,not_written
Staff Entry Data,CV HASAR ABADI,Kraton,not_written,Administrasi Dukungan Perkantoran,Entri Data Pengolahan Kata,Not Written,2024-03-16,Full time,"Mempersiapkan dan mengatur dokumen sebelum memasukkan data ke dalam komputer.
• Memasukkan data ke dalam database perusahaan.
• Memeeriksa dan memverifikasi keakuratan informasi yang dimasukkan ke dalam database.
• Membuat perubahan pada informasi yang tidak lengkap.
• Mencadangkan data sebagai bagian dari rencana kontigensi.
• Menanggapi permintaan informasi dari anggota yang berwenang.
• Menguji sistem basis data baru dan pembaruan perangkat lunak.
• Mengelola dokumen dan catatan perusahaan dengan baik.
• Menghasilkan laporan yang relevan sesuai dengan kebutuhan departemen terkait.
• Menerima dan memproses invoice pembayaran dan memperbarui informasi invoice.
Persyaratan minimum:
Mencari kandidat untuk bekerja pada:
Senin: Pagi, Siang
Selasa: Siang, Pagi
Rabu: Siang, Pagi
Kamis: Siang, Pagi
Jum'at: Siang, Pagi


Tidak diperlukan pengalaman kerja untuk posisi ini
Pelamar harus memiliki KTP
Tanggal mulai kerja: 20 March 2024
Gaji yang diinginkan: Rp4,000,000 - Rp6,000,000 per bulan",https://www.jobstreet.co.id/id/job/74505914?type=standard&ref=search-standalone,74505914,DATA,not_written,not_written,not_written
Data Governance,PT ZURICH ASURANSI INDONESIA TBK,Jakarta Raya,not_written,Teknologi Informasi Komunikasi,Konsultan,Hybrid Working,2024-03-18,Full time,"Job Description:Developing and implementing data governance frameworkCollaborate with cross-functional teams to define and prioritize data governance objectivesManage data stewards to achieve data governance goalsOversee data lineage, metadata management and data catalogue processes Requirements:5-7 years experienceExcellent communication skills and stakeholder managementStrong problem-solving skills in identifying data issues and able to drive data initiativesMeticulous and attention to detailsIdeally someone already familiar with the company’s processes and possess strong project management skills",https://www.jobstreet.co.id/id/job/74521239?type=standout&ref=search-standalone,74521239,DATA,not_written,not_written,not_written
Administrasi Penjualan Data Entry,SNAPURTEES INDONESIA,Jakarta Raya,4350000.0,Administrasi Dukungan Perkantoran,Entri Data Pengolahan Kata,Admin Administrasi Data Entry,2024-03-16,Full time,Kualifikasi:Berusia maksimal 28 tahunPendidikan minimal D3 Administrasi/AkuntansiMemiliki pengalaman minimal 1 tahun bekerja sebagai Admin StaffMenguasai Microsoft Office Excel Tugas dan tanggung jawab:Membuat Invoice PenjualanMempersiapkan dokumen yang terkait dengan penjualan / salesMembuat laporan penjualan harian dan mingguanMembuat laporan pengeluaranKoordinasi dengan Finance dan Accounting Mempersiapkan dan menyortir dokumen sebelum datanya dimasukkan ke dalam komputer. Memasukkan data ke dalam database milik perusahaan. Memeriksa dan memastikan keakuratan data yang sudah dimasukkan ke dalam database.Menyelesaikan perbedaan informasi dan data yang tidak lengkap.Menanggapi permintaan informasi dari anggota yang berwenang. Mengelola dokumen dan catatan dengan baik.Menyiapkan laporan yang relevan sesuai dengan kebutuhan.Mengidentifikasi dan mengoreksi kesalahan saat memasukkan data.,https://www.jobstreet.co.id/id/job/74489342?type=standout&ref=search-standalone,74489342,DATA,month,not_written,IDR
Junior Data Analyst,PT SOLUSI EKSPLORASI REMBULAN UTAMA,Jakarta Barat,6000000.0,Sains Teknologi,Matematika Statistik Teknik Informasi,Not Written,2024-03-14,Kontrak,"About usPT Solusi Eksplorasi Rembulan Utama (SERU) is an emerging start-up company that is a rebranding of PT Bali Cipta Inovator. We were established in 2018 and offer various services such as IT infrastructure projects, hardware, software development, and consulting.
Qualifications & experiencePowerBITasks & responsibilitiesMengumpulkan dan menginterpretasikan data dari berbagai sumber.Menggunakan PowerBI untuk visualisasi data dan membuat laporan yang mudah dimengerti.Mengidentifikasi pola dan tren dalam data dan menyediakan wawasan yang relevan.Bekerja sama dengan tim lain untuk memahami kebutuhan bisnis dan menciptakan solusi berbasis data.Memastikan integritas data dan mengimplementasikan tindakan korektif jika diperlukan.Melakukan analisis prediktif untuk membantu dalam pengambilan keputusan.BenefitsBPJS TKCollaborative and positive work environmentCompetitive salary package",https://www.jobstreet.co.id/id/job/74419110?type=standout&ref=search-standalone,74419110,DATA,month,not_written,IDR
Data Analyst,SAMPOERNA KAYOE,Maluku Utara,not_written,Sains Teknologi,Matematika Statistik Teknik Informasi,Not Written,2024-03-14,Full time,"About usKami perusahaan pengolahan kayu (plywood, veener, dan wood pellet) yang beroperasi di Maluku Utara. Perusahaan kami berorientasi ekspor ke pasar asia dan eropa serta akan berkembang lebih besar lagi dengan penambahan kapasitas produksi serta tenaga kerja profesional. Qualifications & experienceBerpengalaman sebagai data analis minimal 2 tahunMengusasi alat-alat pengolahan data statistik seperti Excel, SQL, Power BI, Phyton, dan lain-lainTasks & responsibilitiesMembuat dan menyusun struktur data dari berbagai sumberMelakukan analisis, menyajikan dan mengkomunikasikan data (pola/tren)Memastikan integritas data yang diolah dan melakukan tindakan korektif jika diperlukanMelakukan analisa prediktif untuk membantu proses pengambilan keputusanBenefitsBPJS TK dan Asuransi KesehatanLingkungan kerja kolaboratifCompetitive salary package",https://www.jobstreet.co.id/id/job/74452993?type=standout&ref=search-standalone,74452993,DATA,not_written,not_written,not_written
Data Analyst,PT LG ELECTRONICS INDONESIA,Jakarta Selatan,not_written,Penjualan,Analisis Pelaporan,Not Written,2024-03-13,Full time,Review and report sales domestic report.Analyze and support branch proposal.Order Monitoring & cleansing for long-term pending orders.Process improvement for team.Making report and analyzing sales and branch data.Qualification:Bachelor's degree from reputable university.Experienced in data analyst.Expert in Microsoft Office especially in Excel.Willing to learn and have a good attitude.,https://www.jobstreet.co.id/id/job/74393554?type=standard&ref=search-standalone,74393554,DATA,not_written,not_written,not_written
Data Analyst,PT YKK ZIPPER INDONESIA,Cimanggis,not_written,Sains Teknologi,Matematika Statistik Teknik Informasi,Not Written,2024-03-14,Full time,"Job Qualification:Bachelor degree graduate majoring in Business Management, Industrial , Computer Science, Mathematics, Physic or equivalent.Min. 5 years of working experience in the related field is required for this position.High attention to detail & communicativeGood Analize Job Description:5 Years Experience in the related field is required for this position.Utilize Tableau to design, develop, and maintain interactive dashboards and reports for various business stakeholders.Serve as a Tableau administrator, managing governance of assets, user access, permissions, and ensuring the optimal performance of Tableau.Enable our key stakeholders to improve their understanding and analytical power.Having experiences using query in sql server, postgreSQL, mysql or other dbHaving experiences in programming languange (phyton, java, jscript etc).Trainer Ms. Excel.Make training schedule and planing (Ms. Excel)",https://www.jobstreet.co.id/id/job/74453879?type=standout&ref=search-standalone,74453879,DATA,not_written,not_written,not_written
Hse Data Analyst Staff,KORINDO GROUP,Pancoran,not_written,Teknologi Informasi Komunikasi,Pengembangan Administrasi Database,Not Written,2024-03-14,Kontrak,Jobs Desc:Mengumpulkan Data Laporan HSE dari seluruh lokasi perusahaanMenganalisa dan membuat ringkasan dari data Laporan HSE yang telah dikumpulkan Berpartisipasi aktif dalam event - event HSE yang diselenggarakan Membantu Supervisor dalam memenuhi target HSE Perusahaan Tugas lainnya yang diberikan perusahaanJobs Spec:Pemenuhan Aspek PROPER BiruDasar Keselamatan dan Kesehatan Kerja Sistem Manajemen K3L (SMK3 ; ISO 14001 ; ISO 45001) Pengurusan Perizinan Lingkungan (Lebih diutamakan) Memiliki Sertifikasi Ahli K3 Umum dan Sertifikasi ISO Awareness (14001 ; 45001) lebih diutamakan,https://www.jobstreet.co.id/id/job/74427641?type=standard&ref=search-standalone,74427641,DATA,not_written,not_written,not_written
It Data Engineer,PT PLATINUMETRIX GLOBAL INOVASI,Jakarta Selatan,12500000.0,Teknologi Informasi Komunikasi,Pengembangan Administrasi Database,Not Written,2024-03-18,Kontrak,"Minimum Qualifications and Experience :Bachelor’s degree in any major (preferably in Informatics, Computer Science, Software Engineer)>4 years experience in data engineerGood Knowledge in Apache airflow, Pyhton, ETL SQLGood knowledge in Data Engineering with googe cloud platformFamiliar with CI/CD with GitHubManagerial Skill: experience in managing at least 1 project is a plusFamiliar with Agile Project MethodologyGood Communication in EnglishFull WFO at Sudirman Jaksel Job Description :Develop, construct, test and maintain cloud architectures to nurture data-focused products and internal toolsAlign said architecture with business requirementsAcquire and integrate data from external sourcesCollaboratively work with customers, project team members and partners in defining business & technical requirements and specificationsWork with the project team to translate requirements into project deliverables & prioritization.Planning and executing both client and internal projects, following through entire software development lifecycle",https://www.jobstreet.co.id/id/job/74526071?type=standout&ref=search-standalone,74526071,DATA,month,not_written,IDR
Bdm Data Analyst,PT NIRWANA LESTARI,Bekasi,not_written,Penjualan,Pengembangan Bisnis Baru,Not Written,2024-03-14,Full time,"Requirments :Pendidikan minimal S1 Statistika/ Informatika/ MatematikaMempunyai pengalaman setidaknya 1 tahun sebagai supporting Modern Trade Key Accounts (MTKA)Menguasai Microsoft Office ( MsWords, Excel, PowerPoint, dll)Komunikatif, jujur dan disiplinDapat bekerjasama dengan baik dan kooperatif Job Descriptions :Analisa data NKA (SISO, DSI, Sales Weekly), budgetingRekap data weekly MTKA (NPD, implementasi promo, DSI, STT, STC, GO)Rekap data MTKA (struktur organisasi, jumlah toko, trading term)Filing dokumen MTKA (Trading term)Proses administrasi klaim operasional team MTKA",https://www.jobstreet.co.id/id/job/74453332?type=standout&ref=search-standalone,74453332,DATA,not_written,not_written,not_written
Hoyu Marketing Data Analyst Area,PT HINO MOTORS SALES INDONESIA,Jakarta Timur,not_written,Teknologi Informasi Komunikasi,Pengembangan Administrasi Database,Not Written,2024-03-14,Full time,"Job Description :Conduct Preparation, Implementation & Evaluation for Activity of Loyalti Program CustomerMaintain and Educate Dealer Hoyu Activity like Database Management etc.Maintain and Educate Social Media Activity DealerConduct and support event activity with Dealer  Job Qualification :Minimum 4 Year Experience as a salesman Automotive or related IndustryHaving experience in Automotive Industry at least 3 years, specifically Commercial Vehicle (CV), since CV industry is very unique. Advance in Microsoft Office: Microsoft Excel ( Dashboard, Pivot, Lookup ,etc), Microsoft Word & Power PointExperience in handling database & dashboardHave kowledge related CRM activityHave skill on Social Media Management & Event ManagementHaving Good Communication skill, Good analytic thinking & innovationHaving strong analyze and can work underpressure",https://www.jobstreet.co.id/id/job/74423210?type=standard&ref=search-standalone,74423210,DATA,not_written,not_written,not_written
