job_title,company_name,job_location,work_place,salary_range,more_detail_link,job_id,work_type,category,sub_category,role
Software Development Team Lead,FlexiDev Indonesia,"Babakan Ciparay, Bandung, Jawa Barat",Remote/Dari rumah,Rp17jt-Rp25jt,https://glints.com/id/opportunities/jobs/software-development-team-lead/09543f60-f5a5-4d43-8eae-adff52505644?utm_referrer=explore,09543f60-f5a5-4d43-8eae-adff52505644,full_time,Computer & Information Technology,Software,Software Engineer
Account Manager Assistant  / Virtual Assistant,DeskTeam360.com,"Sukun, Malang, Jawa Timur",Kerja di kantor,"Rp3,8jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/account-manager-assistant-virtual-assistant/4ee3c03b-8041-445d-8da8-8558ffbc51af?utm_referrer=explore,4ee3c03b-8041-445d-8da8-8558ffbc51af,contract,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Full Stack Developer,PT Mikatasa Agung,"Tenggilis Mejoyo, Surabaya, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/full-stack-developer/e7d2b283-6c21-4417-a0c0-9d5c1bc42af0?utm_referrer=explore,e7d2b283-6c21-4417-a0c0-9d5c1bc42af0,full_time,Computer & Information Technology,Software,Full Stack Engineer
Bootcamp Software Developer,PT Qualita Indonesia,"Bekasi Utara, Bekasi, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/bootcamp-software-developer/b11944c2-c04a-4a4d-8a97-e16b3b446145?utm_referrer=explore,b11944c2-c04a-4a4d-8a97-e16b3b446145,full_time,Computer & Information Technology,Software,Software Developer
Front End Developer (ReactJS),Id/x Partners,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/front-end-developer-reactjs/f430d55c-0e5d-41e3-a1c5-0bb5b52408fc?utm_referrer=explore,f430d55c-0e5d-41e3-a1c5-0bb5b52408fc,full_time,Computer & Information Technology,Software,Software Engineer
Technical Writer Internship,PT Angkasa Defender Indonesia - ASDF.ID,"Kelapa Gading, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/technical-writer-internship/46843160-61a1-4b5e-998e-6410b492a1db?utm_referrer=explore,46843160-61a1-4b5e-998e-6410b492a1db,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",Technical Document Engineer
Internship Mobile Kotlin Programer,PT Qtera Mandiri,"Kelapa Gading, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/internship-mobile-kotlin-programer/96ebfce8-d5b3-4d01-85f6-a592450d2573?utm_referrer=explore,96ebfce8-d5b3-4d01-85f6-a592450d2573,internship,Computer & Information Technology,Mobile Development,Android Developer
Web Programmer,PT Penerbit Erlangga,"Ciracas, Jakarta Timur, DKI Jakarta",Kerja di kantor,"Rp5,1jt-Rp5,1jt",https://glints.com/id/opportunities/jobs/web-programmer/2c6980df-5dbc-44ae-9f20-77a1709eac84?utm_referrer=explore,2c6980df-5dbc-44ae-9f20-77a1709eac84,contract,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Jr Real-Time Support Engineer,Petrolink Services Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/jr-real-time-support-engineer/0c3c42b4-bb8d-4417-bb41-1b2989da0f18?utm_referrer=explore,0c3c42b4-bb8d-4417-bb41-1b2989da0f18,contract,Computer & Information Technology,Data,Data Engineer
Customer Maintenance WiFi Technician,GlobalXtreme,"Kuta Utara, Badung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/customer-maintenance-wifi-technician/87ec0cb5-920f-4c3a-9ec9-859fbebfd5b4?utm_referrer=explore,87ec0cb5-920f-4c3a-9ec9-859fbebfd5b4,full_time,Computer & Information Technology,Telecommunication,Wireless & RF Communication Engineer
Backend Developer,GlobalXtreme,"Kuta Utara, Badung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-developer/49dbdace-2051-4f51-aad3-46b9e654ce03?utm_referrer=explore,49dbdace-2051-4f51-aad3-46b9e654ce03,full_time,Computer & Information Technology,Backend Development,Backend Developer
Network Administrator,GlobalXtreme,"Kuta Utara, Badung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/network-administrator/38187a5b-ccbf-4201-9e5d-0476dd6a9a54?utm_referrer=explore,38187a5b-ccbf-4201-9e5d-0476dd6a9a54,full_time,Computer & Information Technology,"Network, System & Database Admin",Network Administrator
Android Developer,GlobalXtreme,"Kuta Utara, Badung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/android-developer/9f4ede41-3f1d-4407-b77b-43e7f02853ec?utm_referrer=explore,9f4ede41-3f1d-4407-b77b-43e7f02853ec,full_time,Computer & Information Technology,Mobile Development,Android Developer
Engineering Manager,Kode Inovasi Teknologi (CODR),"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/engineering-manager/739304b5-ed29-4cd8-ac4c-9ac362d27ce1?utm_referrer=explore,739304b5-ed29-4cd8-ac4c-9ac362d27ce1,full_time,Computer & Information Technology,Senior Technical Position,Software Engineering Manager
Backend Engineer (Golang),Kode Inovasi Teknologi (CODR),"Setiabudi, Jakarta Selatan, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/backend-engineer-golang/53b2e747-5c43-46da-b9e9-522de18897ec?utm_referrer=explore,53b2e747-5c43-46da-b9e9-522de18897ec,full_time,Computer & Information Technology,Backend Development,Backend Developer
Staff Operasional,BubbleKlin Laundry,"Johar Baru, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/staff-operasional/1b4487b1-22dc-404e-9eb2-6340440f012e?utm_referrer=explore,1b4487b1-22dc-404e-9eb2-6340440f012e,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",Operation & Maintenance Engineer
Teknisi,134 CELL,"Larangan, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/teknisi/a42cf82a-7f97-484b-9607-d8988356b12d?utm_referrer=explore,a42cf82a-7f97-484b-9607-d8988356b12d,full_time,Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
Backend Developer,PT Vodea Dwi Karsa,"Pagedangan, Tangerang, Banten",Kerja di kantor,Rp7jt-Rp9jt,https://glints.com/id/opportunities/jobs/backend-developer/9e04ba62-2284-4dac-a13d-0c2d61e847b4?utm_referrer=explore,9e04ba62-2284-4dac-a13d-0c2d61e847b4,full_time,Computer & Information Technology,Backend Development,Backend Developer
Sr IOS Developer,Pt Komunitas Anak Bangsa,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/sr-ios-developer/0f3c4d01-ac39-4fdb-af1c-bdc5ed9467e1?utm_referrer=explore,0f3c4d01-ac39-4fdb-af1c-bdc5ed9467e1,full_time,Computer & Information Technology,Mobile Development,iOS Developer
AI Developer (NLP),Kecilin,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp5jt-Rp9jt,https://glints.com/id/opportunities/jobs/ai-developer-nlp/9ea97eb4-367e-4099-ba8c-bbb6011924cf?utm_referrer=explore,9ea97eb4-367e-4099-ba8c-bbb6011924cf,full_time,Computer & Information Technology,Artificial Intelligence,AI Engineer
Machine Learning Operation,Kecilin,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp5jt-Rp10jt,https://glints.com/id/opportunities/jobs/machine-learning-operation/2687ae09-c7ee-4374-8115-b648857aecfa?utm_referrer=explore,2687ae09-c7ee-4374-8115-b648857aecfa,full_time,Computer & Information Technology,Artificial Intelligence,Machine Learning Engineer
Engineering,Seminyak Town House Bali,"Kuta, Badung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/engineering/f6f0a0c6-dc62-4ba2-9366-9d751f8595c9?utm_referrer=explore,f6f0a0c6-dc62-4ba2-9366-9d751f8595c9,full_time,Computer & Information Technology,Software,Software Engineer
IT Assistant,PT. EASYBOOK TEKNOLOGI INDONESIA,"Klungkung, Klungkung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-assistant/80cefd16-ebc1-49f8-862c-7cea4542a448?utm_referrer=explore,80cefd16-ebc1-49f8-862c-7cea4542a448,contract,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
IT Assistant,PT. EASYBOOK TEKNOLOGI INDONESIA,"Nusa Penida, Klungkung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-assistant/849c7bf0-90a4-41c9-8be9-5fe1d23f80e8?utm_referrer=explore,849c7bf0-90a4-41c9-8be9-5fe1d23f80e8,contract,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Wordpress Developer,LabMu,"Kemantren Mergangsan, Yogyakarta, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/wordpress-developer/cd38688b-6dca-417c-93d7-277a27a4994e?utm_referrer=explore,cd38688b-6dca-417c-93d7-277a27a4994e,full_time,Computer & Information Technology,Software,Developer
Frontend Engineer (Surabaya),VocaGame,"Dukuh Pakis, Surabaya, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/frontend-engineer-surabaya/62a0ba57-c237-40d0-9551-614618f755a3?utm_referrer=explore,62a0ba57-c237-40d0-9551-614618f755a3,full_time,Computer & Information Technology,Frontend Development,Frontend Engineer
Sourcing Virtual Internship,GAO Tek inc.,"Tangerang, Tangerang, Banten",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/sourcing-virtual-internship/196625da-cba7-46e8-acce-659e9100de6d?utm_referrer=explore,196625da-cba7-46e8-acce-659e9100de6d,internship,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Base24 Engineer,Akar Inti Enterprise,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/base24-engineer/c0832d85-b210-4394-b072-4c97a097649d?utm_referrer=explore,c0832d85-b210-4394-b072-4c97a097649d,full_time,Computer & Information Technology,Software,Software Engineer
Software Engineer,Akar Inti Enterprise,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/software-engineer/8fdbe770-1f7b-4c51-bcb7-d66105aba676?utm_referrer=explore,8fdbe770-1f7b-4c51-bcb7-d66105aba676,full_time,Computer & Information Technology,Software,Software Engineer
Teknisi,Manna Bakery,"Kapanewon Depok, Sleman, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/teknisi/2d01d8b8-09ad-4e48-9fe3-e6b1172bc0bc?utm_referrer=explore,2d01d8b8-09ad-4e48-9fe3-e6b1172bc0bc,full_time,Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
iOS Developer [For Client],Rakamin Academy,"Kramatjati, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/ios-developer-for-client/69121e4f-b376-4d67-b1f8-0297b4ead802?utm_referrer=explore,69121e4f-b376-4d67-b1f8-0297b4ead802,full_time,Computer & Information Technology,Mobile Development,iOS Developer
IT Technical Support,Global Excel Indonesia,"Pasar Minggu, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-technical-support/0092b570-c785-4588-9100-211c9a038e06?utm_referrer=explore,0092b570-c785-4588-9100-211c9a038e06,contract,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
IT Operation Supervisor,Global Excel Indonesia,"Pasar Minggu, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp9jt-Rp12jt,https://glints.com/id/opportunities/jobs/it-operation-supervisor/486a112b-9123-4673-a16f-42168a922cd7?utm_referrer=explore,486a112b-9123-4673-a16f-42168a922cd7,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",Operations & Technology Professionals
IT Support,Lintasarta,"Gambir, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-support/f74ff375-5ecf-4405-ad2a-93a4e1376a9c?utm_referrer=explore,f74ff375-5ecf-4405-ad2a-93a4e1376a9c,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Quality Assurance,PT Prima Vista Solusi,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/quality-assurance/9ff39406-c6e7-42fa-8091-a22ea62f7499?utm_referrer=explore,9ff39406-c6e7-42fa-8091-a22ea62f7499,full_time,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Data Engineer Intern,Pt Vanz Inovatif Teknologi (qbit),"Kembangan, Jakarta Barat, DKI Jakarta",Kerja di kantor,Rp750rb-Rp1jt,https://glints.com/id/opportunities/jobs/data-engineer-intern/800303b4-56e1-4995-8558-971f042101a6?utm_referrer=explore,800303b4-56e1-4995-8558-971f042101a6,internship,Computer & Information Technology,Data,Data Engineer
QA Engineer (Undergraduate Student Trainee Program),Sagara Technology,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/qa-engineer-undergraduate-student-trainee-program/663c5d72-cc82-4986-9bad-358b86742a1e?utm_referrer=explore,663c5d72-cc82-4986-9bad-358b86742a1e,internship,Computer & Information Technology,QA & Software Testing,QA Engineer
Frontend Engineer (Undergraduate Student Trainee Program),Sagara Technology,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/frontend-engineer-undergraduate-student-trainee-program/ea87b964-6ba0-444c-aeef-77ca5e0d53bf?utm_referrer=explore,ea87b964-6ba0-444c-aeef-77ca5e0d53bf,internship,Computer & Information Technology,Frontend Development,Frontend Engineer
Teknisi,CV. Solusi Arya Prima - Bali,"Denpasar Utara, Denpasar, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/teknisi/fe080e2d-ea10-4bd9-9ea4-44504364aeb6?utm_referrer=explore,fe080e2d-ea10-4bd9-9ea4-44504364aeb6,full_time,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
TEKNISI UTILITY - BOGOR,PT Swakarya Insan Mandiri Banten-BODEBEK,"Tanah Sareal, Bogor, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/teknisi-utility-bogor/2b63bbb0-2f9d-4863-a4a6-29e5633630b2?utm_referrer=explore,2b63bbb0-2f9d-4863-a4a6-29e5633630b2,contract,Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
Full Stack Developer (Golang),Sagara Technology,"Pancoran Mas, Depok, Jawa Barat",Kerja di kantor,Rp9jt-Rp12jt,https://glints.com/id/opportunities/jobs/full-stack-developer-golang/432f7592-ae8c-48d4-9a21-094fa8c12145?utm_referrer=explore,432f7592-ae8c-48d4-9a21-094fa8c12145,full_time,Computer & Information Technology,Software,Full Stack Engineer
Administrator Document,PT Benua Bintang Jaya,"Pademangan, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/administrator-document/c3ead4f0-8be1-4d28-9a5b-9c8b1c0fcad4?utm_referrer=explore,c3ead4f0-8be1-4d28-9a5b-9c8b1c0fcad4,full_time,Computer & Information Technology,"Network, System & Database Admin",Database Administrator
IT Application Support - Internship,Tri Sapta Jaya,"Pulogadung, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-application-support-internship/579f3aa8-c996-4091-9d4d-cf57f45b2f96?utm_referrer=explore,579f3aa8-c996-4091-9d4d-cf57f45b2f96,internship,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Web Programmer Java Springboot Senior Level,Skyfy Studio,"Kelapa Gading, Jakarta Utara, DKI Jakarta",Kerja di kantor,Rp8jt-Rp15jt,https://glints.com/id/opportunities/jobs/web-programmer-java-springboot-senior-level/275201f1-c982-483f-9366-3474da64110a?utm_referrer=explore,275201f1-c982-483f-9366-3474da64110a,contract,Computer & Information Technology,Software,Programmer
Backend Engineer,Turnkey Group,"Sukajadi, Bandung, Jawa Barat",Remote/Dari rumah,"Rp3jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/backend-engineer/ec17c9ef-9b4c-4a79-977c-6f871a52c746?utm_referrer=explore,ec17c9ef-9b4c-4a79-977c-6f871a52c746,contract,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Staf Administration (advance in Excel),PT Sinergi Performa Cipta,"Kemantren Ngampilan, Yogyakarta, DI Yogyakarta",Kerja di kantor,"Rp2,2jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/staf-administration-advance-in-excel/2d878c9e-5985-4594-b183-d61d60409473?utm_referrer=explore,2d878c9e-5985-4594-b183-d61d60409473,full_time,Computer & Information Technology,Data,Data Entry
Frontend Web Developer,PT Metaverse Indonesia Makmur (Nusameta),"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/frontend-web-developer/2344848b-6e13-450b-92d4-e50039144543?utm_referrer=explore,2344848b-6e13-450b-92d4-e50039144543,full_time,Computer & Information Technology,Frontend Development,Frontend Engineer
Bootcamp Software Developer,Tujuh Sembilan,"Sumur Bandung, Bandung, Jawa Barat",Kerja di kantor,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/bootcamp-software-developer/1688d870-7987-4592-b933-d57823825fdf?utm_referrer=explore,1688d870-7987-4592-b933-d57823825fdf,full_time,Computer & Information Technology,Software,Software Developer
Access Engineer,PT. Garuda Lintas Cakrawala,"Batu, Batu, Jawa Timur",Kerja di kantor,"Rp1,5jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/access-engineer/e3fed4d7-7687-4201-846d-3ccc0daba238?utm_referrer=explore,e3fed4d7-7687-4201-846d-3ccc0daba238,full_time,Computer & Information Technology,"Network, System & Database Admin",Network Support Engineer
AI System Engineer,Pro Worker,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp10jt-Rp13jt,https://glints.com/id/opportunities/jobs/ai-system-engineer/ed17a74c-abe5-49e6-8fc1-7c37d84d5b16?utm_referrer=explore,ed17a74c-abe5-49e6-8fc1-7c37d84d5b16,contract,Computer & Information Technology,Artificial Intelligence,AI Engineer
Solution Architect - Cloud System,Pro Worker,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp10jt-Rp13jt,https://glints.com/id/opportunities/jobs/solution-architect-cloud-system/0f1bd4e1-01b1-42d0-96e0-5eacd0ded7b5?utm_referrer=explore,0f1bd4e1-01b1-42d0-96e0-5eacd0ded7b5,contract,Computer & Information Technology,Other Computer & Information Technology,Solution Architect
IT Support (Denpasar Negara Mengwi dan sekitarnya),PT. Karlin Mastrindo,"Denpasar Utara, Denpasar, Bali",Kerja di kantor,"Rp2,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/it-support-denpasar-negara-mengwi-dan-sekitarnya/463a0b5d-210c-4af8-ba6c-5e551c360381?utm_referrer=explore,463a0b5d-210c-4af8-ba6c-5e551c360381,contract,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Project Manager Engineer,PT Varnion Technology Semesta,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/project-manager-engineer/2b4286c4-872b-4b9d-9595-ebccc538d8bb?utm_referrer=explore,2b4286c4-872b-4b9d-9595-ebccc538d8bb,full_time,Computer & Information Technology,Telecommunication,Communication Project Manager
React Native Developer,PT Indocyber Global Teknologi,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/react-native-developer/bc89e8dc-d9a2-4a4a-92ed-811c174cc904?utm_referrer=explore,bc89e8dc-d9a2-4a4a-92ed-811c174cc904,full_time,Computer & Information Technology,Mobile Development,Mobile Developer
Web Developer,PT. Bumi Karya Muda,"Sumur Bandung, Bandung, Jawa Barat",Kerja di kantor,Rp5jt-Rp6jt,https://glints.com/id/opportunities/jobs/web-developer/20c83d4a-fc04-4456-b0bf-66e7cebc7148?utm_referrer=explore,20c83d4a-fc04-4456-b0bf-66e7cebc7148,full_time,Computer & Information Technology,Software,Web Developer
Access Network Engineer,GriyaNet Indonesia,"Batu, Batu, Jawa Timur",Kerja di kantor,"Rp1,5jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/access-network-engineer/21ad2fa8-9ac6-4bca-8b97-e867c236324c?utm_referrer=explore,21ad2fa8-9ac6-4bca-8b97-e867c236324c,full_time,Computer & Information Technology,"Network, System & Database Admin",Network Support Engineer
Java SpringBoot (Middle),PT Quadra Karya Santosa,"Kemayoran, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/java-springboot-middle/1e5efed7-94ec-41cb-9d8d-97d3251e741b?utm_referrer=explore,1e5efed7-94ec-41cb-9d8d-97d3251e741b,full_time,Computer & Information Technology,Software,Programmer
Mobile Developer (Android),PT Quadra Karya Santosa,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/mobile-developer-android/5286a6cc-3e49-4c2f-86d9-0fddefbeaf5d?utm_referrer=explore,5286a6cc-3e49-4c2f-86d9-0fddefbeaf5d,full_time,Computer & Information Technology,Mobile Development,Mobile Developer
IT Solution,PT. Global Infotech Solutions,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/it-solution/4d805fc6-fac1-4f1e-9a30-13d063e8a6d5?utm_referrer=explore,4d805fc6-fac1-4f1e-9a30-13d063e8a6d5,full_time,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Virtual WordPresss Web Developer/ Designer/ Elementor Internship,GAO Tek inc.,"Sumur Bandung, Bandung, Jawa Barat",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/virtual-wordpresss-web-developer-designer-elementor-internship/6f1067c2-823f-421c-b7ef-35e90db320ad?utm_referrer=explore,6f1067c2-823f-421c-b7ef-35e90db320ad,internship,Computer & Information Technology,Software,Web Developer
IT Support,PT Sanwamas Metal Industry,"Bekasi Utara, Bekasi, Jawa Barat",Kerja di kantor,"Rp5,3jt-Rp7jt",https://glints.com/id/opportunities/jobs/it-support/8fd6199a-2cb8-468f-89c8-fed32ff4eb77?utm_referrer=explore,8fd6199a-2cb8-468f-89c8-fed32ff4eb77,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Internship Full Stack Engineer,PT. Teknologi Kode Indonesia,"Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/internship-full-stack-engineer/4a10731e-721c-4c51-a38d-42e0a20f7221?utm_referrer=explore,4a10731e-721c-4c51-a38d-42e0a20f7221,internship,Computer & Information Technology,Software,Full Stack Engineer
DevOps,Inotal Sistema International,"Gambir, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp7jt-Rp9jt,https://glints.com/id/opportunities/jobs/devops/82372e0a-cbdf-48e1-85f9-5a053321f9f6?utm_referrer=explore,82372e0a-cbdf-48e1-85f9-5a053321f9f6,contract,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Freelance IT Engineer (FLORES),PT. HGT Services Indonesia,"Solor Selatan, Flores Timur, Nusa Tenggara Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/freelance-it-engineer-flores/8e6f31ba-2d6c-482d-a411-b475423601e7?utm_referrer=explore,8e6f31ba-2d6c-482d-a411-b475423601e7,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Flutter Developer,PT Nordspec Mandala Persada,"Kapanewon Depok, Sleman, DI Yogyakarta",Kerja di kantor,Rp2jt-Rp3jt,https://glints.com/id/opportunities/jobs/flutter-developer/d35fc06c-3da9-4349-ae79-542c608accf6?utm_referrer=explore,d35fc06c-3da9-4349-ae79-542c608accf6,full_time,Computer & Information Technology,Software,Developer
Fullstack Developer,PT Nordspec Mandala Persada,"Kemantren Kotagede, Yogyakarta, DI Yogyakarta",Kerja di kantor,Rp2jt-Rp3jt,https://glints.com/id/opportunities/jobs/fullstack-developer/1ac4d181-decb-4789-a9a3-a7ad27ff15aa?utm_referrer=explore,1ac4d181-decb-4789-a9a3-a7ad27ff15aa,full_time,Computer & Information Technology,Software,Developer
Data Analyst,IDEOWORKS.ID,"Pasar Minggu, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp5jt-Rp6jt,https://glints.com/id/opportunities/jobs/data-analyst/76b069b1-41ad-469a-9b9a-fc476ff9ff82?utm_referrer=explore,76b069b1-41ad-469a-9b9a-fc476ff9ff82,full_time,Computer & Information Technology,Data,Data Analyst
System Analyst,PT Electronic Data Interchange Indonesia,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/system-analyst/768004c2-2fb8-4a8d-a004-c772f7b841b3?utm_referrer=explore,768004c2-2fb8-4a8d-a004-c772f7b841b3,contract,Computer & Information Technology,"Network, System & Database Admin",System Analyst
NET Developer (Contract-Based),Talenta Hutama Indonesia,"Matraman, Jakarta Timur, DKI Jakarta",Kerja di kantor,Rp7jt-Rp10jt,https://glints.com/id/opportunities/jobs/net-developer-contract-based/ae20aec7-9f03-4d74-bfb9-6026c00a290c?utm_referrer=explore,ae20aec7-9f03-4d74-bfb9-6026c00a290c,full_time,Computer & Information Technology,Software,Software Engineer
System Administrator,PT SWAPRO International (Yogyakarta dan Solo Raya),"Kemantren Danurejan, Yogyakarta, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/system-administrator/ab6f8a59-7fc2-4ac1-8862-b29e71d0cbcb?utm_referrer=explore,ab6f8a59-7fc2-4ac1-8862-b29e71d0cbcb,full_time,Computer & Information Technology,"Network, System & Database Admin",System Administrator
Sosial Media Specialist,CV RESIDENCE JAYA LIVING,"Banyumanik, Semarang, Jawa Tengah",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/sosial-media-specialist/2fdf0bd4-eb01-4ca7-bf49-8fcd5443f3eb?utm_referrer=explore,2fdf0bd4-eb01-4ca7-bf49-8fcd5443f3eb,full_time,Computer & Information Technology,Other Computer & Information Technology,AR & VR Engineer
.Net Developer,PT. Nusantara Duta Solusindo,"Karawaci, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/net-developer/24612915-b84c-40d2-962e-0787fc106eb0?utm_referrer=explore,24612915-b84c-40d2-962e-0787fc106eb0,full_time,Computer & Information Technology,Backend Development,C# Developer
Backend Developer,Digital Center,"Sawah Besar, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-developer/05221bb5-3718-4742-9b04-2eec939a3117?utm_referrer=explore,05221bb5-3718-4742-9b04-2eec939a3117,full_time,Computer & Information Technology,Backend Development,Backend Developer
Solution Architect,PT Bawana Margatama,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp13jt-Rp18jt,https://glints.com/id/opportunities/jobs/solution-architect/03ec2000-2e5c-428b-b1a3-e9ff850dd06d?utm_referrer=explore,03ec2000-2e5c-428b-b1a3-e9ff850dd06d,full_time,Computer & Information Technology,Other Computer & Information Technology,Solution Architect
